"","X","Characteristic","Electricity","Sourceofdrinkingwater","Timetowatersource","Sanitationfacility","Flooring","Personspersleepingroom"
"278",280,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"279",281,"Urban","Yes","Rain water","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"280",282,"Urban","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"281",283,"Urban","Yes","River.stream","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"282",284,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"283",285,"Urban","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"284",286,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","7+"
"285",287,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"286",288,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Rough wood/bamboo","3-4"
"287",289,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","7+"
"288",290,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"289",291,"Urban","Yes","Piped into residence","Less than 15 minutes","Shared flush toilet","Finished floor","1-2"
"290",292,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"291",293,"Urban","Yes","Piped into residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"292",294,"Urban","Yes","Public tap","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"293",295,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"294",296,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"295",297,"Urban","No","Rain water","Less than 15 minutes","No facility bush","Finished floor","1-2"
"296",298,"Urban","Yes","Piped into residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"297",299,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"298",300,"Urban","Yes","River.stream","Less than 15 minutes","No facility bush","Finished floor","1-2"
"299",301,"Urban","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"300",302,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"301",303,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"302",304,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"303",305,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"304",306,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"305",307,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"306",308,"Urban","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"307",309,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"308",310,"Urban","Yes","Public well","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"309",311,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"310",312,"Urban","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"311",313,"Urban","Yes","River.stream","Less than 15 minutes","No facility bush","Finished floor","1-2"
"312",314,"Urban","Yes","Public tap","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"313",315,"Urban","Yes","Public tap","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"314",316,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"315",317,"Urban","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"316",318,"Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"317",319,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"318",320,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"319",321,"Urban","Yes","Rain water","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"320",322,"Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"321",323,"Urban","Yes","Public tap","Less than 15 minutes","No facility bush","Finished floor","1-2"
"322",324,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"323",325,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"324",326,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"325",327,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"326",328,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","7+"
"327",329,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","7+"
"328",330,"Urban","Yes","Public tap","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"329",331,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"330",332,"Urban","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"331",333,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"332",334,"Urban","Yes","Public well","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"333",335,"Urban","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"334",336,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"335",337,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"336",338,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"337",339,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"338",340,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"339",341,"Urban","Yes","Piped into residence","Less than 15 minutes","Shared flush toilet","Finished floor","7+"
"340",342,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"341",343,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"342",344,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"343",345,"Urban","Yes","River.stream","Less than 15 minutes","No facility bush","Finished floor","1-2"
"344",346,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"345",347,"Urban","Yes","Public tap","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"346",348,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"347",349,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"348",350,"Urban","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"349",351,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"350",352,"Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"351",353,"Urban","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"352",354,"Urban","Yes","River.stream","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"353",355,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"354",356,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"355",357,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"356",358,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Earth sand","5-6"
"357",359,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"358",360,"Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"359",361,"Urban","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"360",362,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"361",363,"Urban","Yes","River.stream","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"362",364,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Earth sand","3-4"
"363",365,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"364",366,"Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","3-4"
"365",367,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"366",368,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"367",369,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"368",370,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"369",371,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"370",372,"Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"371",373,"Urban","Yes","Piped into residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"372",374,"Urban","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"373",375,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"374",376,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"375",377,"Urban","Yes","Rain water","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"376",378,"Urban","Yes","Public tap","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"377",379,"Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"378",380,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"379",381,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","7+"
"380",382,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"381",383,"Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"382",384,"Urban","Yes","Public tap","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"383",385,"Urban","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"384",386,"Urban","Yes","Piped into residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"385",387,"Urban","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"386",388,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"387",389,"Urban","Yes","Piped into residence","Less than 15 minutes","Shared flush toilet","Finished floor","1-2"
"388",390,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"389",391,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"390",392,"Urban","No","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"391",393,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"392",394,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"393",395,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"394",396,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"395",397,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"396",398,"Urban","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"397",399,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","7+"
"398",400,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"399",401,"Urban","Yes","Public tap","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"400",402,"Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"401",403,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"402",405,"Urban","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"403",406,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"404",407,"Urban","Yes","Piped into residence","More than 15 minutes","Own flush toilet","Finished floor","3-4"
"405",408,"Urban","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"406",409,"Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
