"","Characteristic","Electricity","Sourceofdrinkingwater","Timetowatersource","Sanitationfacility","Flooring","Personspersleepingroom"
"296","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"297","Urban","No","Rain water","Less than 15 minutes","No facility bush","Finished floor","1-2"
"298","Urban","Yes","Piped into residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"299","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"300","Urban","Yes","River.stream","Less than 15 minutes","No facility bush","Finished floor","1-2"
"301","Urban","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"302","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"303","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"304","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"305","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"306","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"307","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"308","Urban","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"309","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"310","Urban","Yes","Public well","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"311","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"312","Urban","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"313","Urban","Yes","River.stream","Less than 15 minutes","No facility bush","Finished floor","1-2"
"314","Urban","Yes","Public tap","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"315","Urban","Yes","Public tap","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"316","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"317","Urban","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"318","Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"319","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"320","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"321","Urban","Yes","Rain water","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"322","Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"323","Urban","Yes","Public tap","Less than 15 minutes","No facility bush","Finished floor","1-2"
"324","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"325","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"326","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"327","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"328","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","7+"
"329","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","7+"
"330","Urban","Yes","Public tap","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"331","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"332","Urban","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"333","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"334","Urban","Yes","Public well","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"335","Urban","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"336","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"337","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"338","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"339","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"340","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"341","Urban","Yes","Piped into residence","Less than 15 minutes","Shared flush toilet","Finished floor","7+"
"342","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"343","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"344","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"345","Urban","Yes","River.stream","Less than 15 minutes","No facility bush","Finished floor","1-2"
"346","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"347","Urban","Yes","Public tap","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"348","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"349","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"350","Urban","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"351","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"352","Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"353","Urban","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"354","Urban","Yes","River.stream","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"355","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"356","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"357","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"358","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Earth sand","5-6"
"359","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"360","Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"361","Urban","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"362","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"363","Urban","Yes","River.stream","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"364","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Earth sand","3-4"
"365","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"366","Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","3-4"
"367","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"368","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"369","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"370","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"371","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"372","Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"373","Urban","Yes","Piped into residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"374","Urban","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"375","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"376","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"377","Urban","Yes","Rain water","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"378","Urban","Yes","Public tap","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"379","Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"380","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"381","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","7+"
"382","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"383","Urban","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"384","Urban","Yes","Public tap","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"385","Urban","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"386","Urban","Yes","Piped into residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"387","Urban","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"388","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"389","Urban","Yes","Piped into residence","Less than 15 minutes","Shared flush toilet","Finished floor","1-2"
"390","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"391","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"392","Urban","No","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"393","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"394","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"395","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"396","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"397","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"398","Urban","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"399","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","7+"
"400","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"401","Urban","Yes","Public tap","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"402","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"403","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"404","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","Dont know/missing"
"405","Urban","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"406","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"407","Urban","Yes","Piped into residence","More than 15 minutes","Own flush toilet","Finished floor","3-4"
"408","Urban","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"409","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"410","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"411","Urban","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"412","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"413","Urban","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"414","Urban","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"415","Urban","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"416","Urban","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"417","Urban","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"418","Urban","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"419","Urban","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
